employee_id,month,monthly_income,work_hours,performance_rating,overtime
56,2024-01-01,9084,152,3,Yes
56,2024-02-01,9131,162,4,Yes
56,2024-03-01,6179,185,2,Yes
56,2024-04-01,4388,156,1,No
56,2024-05-01,4035,169,4,Yes
56,2024-06-01,9878,176,2,Yes
56,2024-07-01,8947,158,3,No
56,2024-08-01,5769,143,4,Yes
56,2024-09-01,10571,164,4,Yes
56,2024-10-01,5516,173,2,Yes
56,2024-11-01,4554,164,2,Yes
56,2024-12-01,6154,166,3,No
56,2025-01-01,6372,145,4,No
56,2025-02-01,6651,170,1,No
56,2025-03-01,6441,167,3,Yes
56,2025-04-01,4408,159,3,No
56,2025-05-01,5250,167,4,Yes
56,2025-06-01,6562,166,3,Yes
57,2013-07-01,8675,166,3,No
57,2013-08-01,7046,150,3,No
57,2013-09-01,6494,154,1,Yes
57,2013-10-01,5811,156,1,Yes
57,2013-11-01,4540,140,3,No
57,2013-12-01,5163,161,3,No
57,2014-01-01,3803,160,1,Yes
57,2014-02-01,10300,170,4,No
57,2014-03-01,9787,163,1,No
57,2014-04-01,8835,152,3,No
57,2014-05-01,5211,132,1,Yes
57,2014-06-01,8872,175,3,Yes
57,2014-07-01,5393,157,2,No
57,2014-08-01,4992,163,3,No
57,2014-09-01,8749,142,1,No
57,2014-10-01,7318,157,1,No
57,2014-11-01,6726,164,4,No
57,2014-12-01,6123,158,3,No
57,2015-01-01,6072,169,1,Yes
57,2015-02-01,7337,162,3,Yes
57,2015-03-01,3958,156,3,No
57,2015-04-01,8297,160,3,No
57,2015-05-01,7819,177,1,Yes
57,2015-06-01,8577,160,2,No
57,2015-07-01,5478,134,2,Yes
57,2015-08-01,6163,156,4,Yes
57,2015-09-01,7280,158,3,No
57,2015-10-01,5859,142,1,Yes
57,2015-11-01,4620,164,2,Yes
57,2015-12-01,9931,159,2,No
57,2016-01-01,7155,169,3,No
57,2016-02-01,4878,163,4,Yes
57,2016-03-01,5019,168,3,Yes
57,2016-04-01,6802,162,3,No
57,2016-05-01,4934,167,2,Yes
57,2016-06-01,10669,149,4,No
57,2016-07-01,5820,162,2,No
57,2016-08-01,8072,154,4,Yes
57,2016-09-01,833,173,1,Yes
57,2016-10-01,8021,142,2,Yes
57,2016-11-01,5284,175,4,Yes
57,2016-12-01,9395,169,3,Yes
57,2017-01-01,6147,160,1,No
57,2017-02-01,6238,171,4,No
57,2017-03-01,4748,151,2,Yes
57,2017-04-01,8520,159,3,Yes
57,2017-05-01,9256,153,1,Yes
57,2017-06-01,6390,150,4,No
57,2017-07-01,6514,145,4,Yes
57,2017-08-01,5524,145,2,Yes
57,2017-09-01,7887,167,2,No
57,2017-10-01,3039,173,3,No
57,2017-11-01,11494,160,4,Yes
57,2017-12-01,5217,188,4,Yes
57,2018-01-01,3862,160,2,No
57,2018-02-01,6859,173,2,No
57,2018-03-01,7219,155,2,No
57,2018-04-01,4597,156,2,Yes
57,2018-05-01,4486,160,3,No
57,2018-06-01,5371,145,2,No
57,2018-07-01,9010,155,2,No
57,2018-08-01,3963,158,4,Yes
57,2018-09-01,6636,142,1,No
57,2018-10-01,7163,149,2,No
57,2018-11-01,9922,165,4,Yes
57,2018-12-01,5700,152,4,No
57,2019-01-01,6290,166,3,Yes
57,2019-02-01,6449,157,1,Yes
57,2019-03-01,6616,153,1,No
57,2019-04-01,5813,139,2,No
57,2019-05-01,8447,162,3,Yes
57,2019-06-01,4953,178,1,No
57,2019-07-01,6674,149,4,No
57,2019-08-01,8213,163,4,No
57,2019-09-01,7289,155,2,Yes
57,2019-10-01,7400,157,2,No
57,2019-11-01,7611,140,2,No
57,2019-12-01,5632,177,3,No
57,2020-01-01,4965,153,2,Yes
57,2020-02-01,5604,147,3,No
57,2020-03-01,2083,157,2,No
57,2020-04-01,6771,159,1,No
57,2020-05-01,6210,160,1,Yes
57,2020-06-01,8545,158,4,No
57,2020-07-01,5351,157,3,No
57,2020-08-01,7658,174,3,No
57,2020-09-01,5243,160,3,No
57,2020-10-01,7176,150,4,Yes
57,2020-11-01,6540,145,3,No
57,2020-12-01,2961,163,2,No
57,2021-01-01,5732,162,1,Yes
57,2021-02-01,6464,150,2,Yes
57,2021-03-01,6409,147,2,Yes
57,2021-04-01,9281,146,1,No
57,2021-05-01,6108,149,3,Yes
57,2021-06-01,7640,156,4,No
57,2021-07-01,5462,168,1,No
57,2021-08-01,6558,165,1,No
57,2021-09-01,4537,145,3,No
57,2021-10-01,6714,156,4,No
57,2021-11-01,7752,159,1,Yes
57,2021-12-01,6910,143,1,No
57,2022-01-01,10276,158,1,Yes
57,2022-02-01,7895,151,3,Yes
57,2022-03-01,7116,146,2,No
57,2022-04-01,7404,156,2,Yes
57,2022-05-01,6558,166,2,No
57,2022-06-01,4034,153,1,Yes
57,2022-07-01,7414,180,4,Yes
57,2022-08-01,6223,165,3,Yes
57,2022-09-01,6286,179,3,Yes
57,2022-10-01,3005,160,4,No
57,2022-11-01,3248,134,1,No
57,2022-12-01,7094,161,2,Yes
57,2023-01-01,5930,158,1,No
57,2023-02-01,12696,157,4,No
57,2023-03-01,7520,153,3,Yes
57,2023-04-01,7090,157,3,Yes
57,2023-05-01,5678,178,4,No
57,2023-06-01,8854,161,2,Yes
57,2023-07-01,1891,156,1,No
57,2023-08-01,11906,157,3,Yes
57,2023-09-01,8706,174,1,No
57,2023-10-01,6937,151,1,No
57,2023-11-01,1629,166,3,Yes
57,2023-12-01,4870,161,2,No
57,2024-01-01,4000,157,1,Yes
57,2024-02-01,6567,162,2,Yes
57,2024-03-01,4270,171,4,No
57,2024-04-01,5306,143,3,Yes
57,2024-05-01,6281,160,1,No
57,2024-06-01,6821,173,4,No
57,2024-07-01,6027,158,3,Yes
57,2024-08-01,4293,168,3,Yes
57,2024-09-01,6868,155,3,Yes
57,2024-10-01,2690,174,4,No
57,2024-11-01,4044,154,4,No
57,2024-12-01,7216,148,3,No
57,2025-01-01,3512,138,1,No
57,2025-02-01,7941,154,3,Yes
57,2025-03-01,12354,150,4,No
57,2025-04-01,4657,154,1,Yes
57,2025-05-01,6986,155,3,No
57,2025-06-01,7724,150,2,Yes
58,2003-07-01,3736,142,4,Yes
58,2003-08-01,2052,154,3,No
58,2003-09-01,5898,153,4,Yes
58,2003-10-01,8986,172,4,No
58,2003-11-01,5830,142,2,Yes
58,2003-12-01,5366,154,3,Yes
58,2004-01-01,5185,153,4,No
58,2004-02-01,5193,156,1,Yes
58,2004-03-01,5228,162,1,Yes
58,2004-04-01,7220,150,4,No
58,2004-05-01,9042,150,1,No
58,2004-06-01,3264,163,3,No
58,2004-07-01,4865,163,3,Yes
58,2004-08-01,1692,173,1,Yes
58,2004-09-01,7844,144,4,Yes
58,2004-10-01,3542,176,2,No
58,2004-11-01,5025,151,1,Yes
58,2004-12-01,1967,156,4,No
58,2005-01-01,6044,167,3,No
58,2005-02-01,3701,144,4,No
58,2005-03-01,7401,170,3,Yes
58,2005-04-01,3357,170,2,Yes
58,2005-05-01,6575,170,1,No
58,2005-06-01,6359,134,1,No
58,2005-07-01,6196,170,1,Yes
58,2005-08-01,4712,156,4,Yes
58,2005-09-01,6147,131,1,Yes
58,2005-10-01,9842,150,4,No
58,2005-11-01,7511,159,4,No
60,2016-07-01,9015,164,3,No
60,2016-08-01,6030,151,4,No
60,2016-09-01,8095,141,1,Yes
60,2016-10-01,7791,149,2,Yes
60,2016-11-01,9004,161,2,Yes
60,2016-12-01,7788,160,1,Yes
60,2017-01-01,2995,151,1,Yes
60,2017-02-01,7844,161,4,Yes
60,2017-03-01,8861,164,2,No
60,2017-04-01,4566,152,2,Yes
60,2017-05-01,6705,136,3,No
60,2017-06-01,9846,164,2,No
60,2017-07-01,8954,144,4,Yes
60,2017-08-01,8989,182,1,Yes
60,2017-09-01,3858,167,2,No
60,2017-10-01,6502,144,4,No
60,2017-11-01,7485,168,1,No
60,2017-12-01,5297,171,2,Yes
60,2018-01-01,3166,145,3,No
60,2018-02-01,6773,160,1,No
60,2018-03-01,5066,168,1,Yes
60,2018-04-01,7561,168,4,No
60,2018-05-01,6253,166,4,No
60,2018-06-01,5608,180,1,No
60,2018-07-01,4874,181,4,No
60,2018-08-01,6569,146,4,Yes
60,2018-09-01,9236,161,1,Yes
60,2018-10-01,8202,172,4,No
60,2018-11-01,7175,154,1,No
60,2018-12-01,8451,160,4,No
60,2019-01-01,7871,138,1,No
60,2019-02-01,7393,153,3,No
60,2019-03-01,9806,166,4,Yes
60,2019-04-01,6979,164,2,No
60,2019-05-01,4503,176,2,No
60,2019-06-01,10482,163,3,No
60,2019-07-01,9680,154,2,Yes
60,2019-08-01,4905,160,3,No
60,2019-09-01,7369,156,2,No
60,2019-10-01,7575,163,4,No
60,2019-11-01,4503,165,3,No
60,2019-12-01,8227,161,2,Yes
60,2020-01-01,8805,147,3,Yes
60,2020-02-01,7435,148,4,Yes
60,2020-03-01,4271,153,2,Yes
60,2020-04-01,4615,154,2,No
60,2020-05-01,6071,168,1,No
60,2020-06-01,5857,144,4,No
60,2020-07-01,8780,151,2,Yes
60,2020-08-01,6382,164,1,Yes
60,2020-09-01,6899,170,3,No
60,2020-10-01,7458,151,3,Yes
60,2020-11-01,10857,161,2,Yes
60,2020-12-01,6205,169,1,No
60,2021-01-01,6998,163,4,Yes
60,2021-02-01,11484,157,2,Yes
60,2021-03-01,5864,161,2,No
60,2021-04-01,8643,144,3,No
60,2021-05-01,2568,154,3,Yes
60,2021-06-01,3232,155,3,Yes
60,2021-07-01,7504,151,1,Yes
60,2021-08-01,3646,160,4,No
60,2021-09-01,8225,143,1,Yes
60,2021-10-01,8140,168,1,Yes
60,2021-11-01,8408,172,1,Yes
60,2021-12-01,10904,156,1,Yes
60,2022-01-01,6719,155,3,Yes
60,2022-02-01,6503,175,3,No
60,2022-03-01,3809,151,4,Yes
60,2022-04-01,9254,170,2,No
60,2022-05-01,5773,168,3,Yes
60,2022-06-01,7182,175,1,Yes
60,2022-07-01,6649,170,4,No
60,2022-08-01,11784,165,1,Yes
60,2022-09-01,6598,167,4,No
60,2022-10-01,5769,183,3,Yes
60,2022-11-01,6860,157,1,No
60,2022-12-01,4828,170,3,No
60,2023-01-01,8234,155,3,Yes
60,2023-02-01,7652,144,2,No
60,2023-03-01,6869,164,2,Yes
60,2023-04-01,9914,152,4,No
60,2023-05-01,3943,151,4,No
60,2023-06-01,3826,173,3,Yes
60,2023-07-01,9597,163,4,Yes
60,2023-08-01,8942,161,1,Yes
60,2023-09-01,6309,156,1,No
60,2023-10-01,5879,144,3,No
60,2023-11-01,7028,159,2,No
60,2023-12-01,7990,160,1,No
60,2024-01-01,6174,151,1,Yes
60,2024-02-01,6644,167,1,No
60,2024-03-01,4213,160,4,No
60,2024-04-01,6966,152,3,No
60,2024-05-01,5324,162,3,Yes
60,2024-06-01,4233,163,3,Yes
60,2024-07-01,4709,170,4,No
60,2024-08-01,11175,151,2,No
60,2024-09-01,7568,152,3,No
60,2024-10-01,8581,147,2,No
60,2024-11-01,7461,151,1,Yes
60,2024-12-01,6086,149,3,No
60,2025-01-01,8144,151,2,No
60,2025-02-01,7603,156,2,Yes
60,2025-03-01,6271,161,3,No
60,2025-04-01,4976,162,2,Yes
60,2025-05-01,9560,152,1,No
60,2025-06-01,8843,174,2,No
61,2024-07-01,4867,145,4,Yes
61,2024-08-01,7103,154,1,No
61,2024-09-01,10237,160,3,No
61,2024-10-01,4895,148,1,Yes
61,2024-11-01,8679,154,1,No
61,2024-12-01,6587,169,3,Yes
61,2025-01-01,5531,159,4,No
61,2025-02-01,6466,166,2,Yes
61,2025-03-01,7681,157,3,No
61,2025-04-01,6627,156,3,Yes
61,2025-05-01,3544,162,4,Yes
61,2025-06-01,10284,151,1,No
62,2016-07-01,4953,151,2,No
62,2016-08-01,7949,164,4,Yes
62,2016-09-01,6182,150,2,No
62,2016-10-01,6684,144,4,Yes
62,2016-11-01,6786,168,1,Yes
62,2016-12-01,3997,144,4,Yes
62,2017-01-01,9658,153,4,Yes
62,2017-02-01,8771,158,4,Yes
62,2017-03-01,6176,164,3,No
62,2017-04-01,4732,161,4,No
62,2017-05-01,5737,146,4,No
62,2017-06-01,7174,157,4,No
62,2017-07-01,6185,147,4,Yes
62,2017-08-01,9682,168,2,Yes
62,2017-09-01,8428,156,4,No
62,2017-10-01,3041,179,2,Yes
62,2017-11-01,6377,152,2,No
62,2017-12-01,7333,171,4,Yes
62,2018-01-01,6453,172,2,No
62,2018-02-01,8665,149,1,No
62,2018-03-01,5152,169,1,Yes
62,2018-04-01,1074,158,3,No
62,2018-05-01,3638,155,1,Yes
62,2018-06-01,5902,156,1,No
62,2018-07-01,5395,149,3,No
62,2018-08-01,11083,178,3,No
62,2018-09-01,4175,175,4,Yes
62,2018-10-01,5701,161,2,Yes
62,2018-11-01,6373,153,4,Yes
62,2018-12-01,8467,161,3,No
62,2019-01-01,5546,146,2,Yes
62,2019-02-01,4712,143,4,Yes
62,2019-03-01,6524,148,1,No
62,2019-04-01,5968,173,1,Yes
62,2019-05-01,8898,159,4,No
62,2019-06-01,6325,178,3,No
62,2019-07-01,7541,156,3,No
62,2019-08-01,3647,163,4,Yes
62,2019-09-01,8158,153,2,No
62,2019-10-01,7082,156,4,No
62,2019-11-01,6131,135,2,No
62,2019-12-01,6056,169,1,No
62,2020-01-01,5237,160,4,Yes
62,2020-02-01,4988,163,4,No
62,2020-03-01,6066,150,1,No
62,2020-04-01,9165,169,3,Yes
62,2020-05-01,5290,164,2,Yes
62,2020-06-01,7574,166,3,Yes
62,2020-07-01,3111,170,1,Yes
62,2020-08-01,5360,156,1,Yes
62,2020-09-01,11775,163,4,Yes
62,2020-10-01,5727,137,1,Yes
62,2020-11-01,9279,146,1,No
62,2020-12-01,4493,156,2,Yes
62,2021-01-01,9332,167,4,Yes
62,2021-02-01,6184,163,3,No
62,2021-03-01,5299,161,1,No
62,2021-04-01,6646,169,1,No
62,2021-05-01,8434,164,4,Yes
62,2021-06-01,5775,167,4,Yes
62,2021-07-01,6316,149,3,No
62,2021-08-01,5693,160,3,Yes
62,2021-09-01,8320,158,1,Yes
62,2021-10-01,4081,160,2,No
62,2021-11-01,6726,161,2,Yes
62,2021-12-01,8339,170,3,Yes
62,2022-01-01,5311,153,2,No
62,2022-02-01,4419,166,4,Yes
62,2022-03-01,9397,156,1,No
62,2022-04-01,6017,174,2,Yes
62,2022-05-01,7511,164,1,No
62,2022-06-01,4118,166,4,Yes
62,2022-07-01,4641,148,3,Yes
62,2022-08-01,5806,154,4,No
62,2022-09-01,6056,145,3,No
62,2022-10-01,8417,171,1,Yes
62,2022-11-01,2605,169,2,Yes
62,2022-12-01,4878,168,2,No
62,2023-01-01,6363,160,4,Yes
62,2023-02-01,6129,172,3,Yes
62,2023-03-01,4020,166,3,No
62,2023-04-01,8702,167,4,Yes
62,2023-05-01,11149,154,4,Yes
62,2023-06-01,8414,158,4,Yes
62,2023-07-01,8966,159,1,No
62,2023-08-01,5724,173,1,Yes
62,2023-09-01,5516,145,2,No
62,2023-10-01,5466,166,4,No
62,2023-11-01,9284,161,1,Yes
62,2023-12-01,9136,146,2,No
62,2024-01-01,5613,157,2,Yes
62,2024-02-01,6270,160,4,No
62,2024-03-01,7881,155,1,Yes
62,2024-04-01,6778,159,4,No
62,2024-05-01,4648,158,2,Yes
62,2024-06-01,6212,158,1,No
62,2024-07-01,6563,160,3,No
62,2024-08-01,5635,172,4,No
62,2024-09-01,4161,152,2,No
62,2024-10-01,12059,149,1,Yes
62,2024-11-01,3792,167,1,No
62,2024-12-01,2345,157,1,No
62,2025-01-01,10791,144,1,Yes
62,2025-02-01,2536,145,3,No
62,2025-03-01,8296,171,2,No
62,2025-04-01,5474,166,3,No
62,2025-05-01,9280,177,4,No
62,2025-06-01,6007,136,2,No
63,2024-07-01,4858,155,3,Yes
63,2024-08-01,5982,158,4,No
63,2024-09-01,8737,172,1,Yes
63,2024-10-01,6156,170,1,No
63,2024-11-01,7215,160,1,Yes
63,2024-12-01,8313,160,2,No
63,2025-01-01,10615,145,4,No
63,2025-02-01,5469,158,1,Yes
63,2025-03-01,7378,172,1,No
63,2025-04-01,6451,145,1,No
63,2025-05-01,8185,167,4,No
63,2025-06-01,2616,159,4,Yes
64,2024-07-01,3319,153,1,Yes
64,2024-08-01,4694,168,4,No
64,2024-09-01,6733,147,2,No
64,2024-10-01,8260,145,1,Yes
64,2024-11-01,7160,151,1,No
64,2024-12-01,5768,165,3,Yes
64,2025-01-01,7542,173,1,No
64,2025-02-01,6335,163,2,Yes
64,2025-03-01,5624,161,4,No
64,2025-04-01,7378,159,1,No
64,2025-05-01,2892,163,4,Yes
65,2023-07-01,7229,153,1,Yes
65,2023-08-01,3931,174,4,Yes
65,2023-09-01,7482,157,3,No
65,2023-10-01,4225,151,2,Yes
65,2023-11-01,9105,161,2,Yes
65,2023-12-01,5398,165,2,Yes
65,2024-01-01,4871,175,2,No
65,2024-02-01,9205,155,2,No
65,2024-03-01,5242,133,2,Yes
65,2024-04-01,3536,146,3,No
65,2024-05-01,6770,156,1,No
65,2024-06-01,3809,157,1,No
65,2024-07-01,7510,165,4,No
65,2024-08-01,2700,158,3,Yes
65,2024-09-01,3733,169,4,No
65,2024-10-01,8068,151,3,Yes
65,2024-11-01,4967,155,2,Yes
65,2024-12-01,1994,163,3,No
65,2025-01-01,5954,169,4,No
65,2025-02-01,4303,153,1,No
68,2021-07-01,3486,149,2,No
68,2021-08-01,4136,169,1,Yes
68,2021-09-01,5103,161,2,No
68,2021-10-01,5738,147,1,Yes
68,2021-11-01,6163,165,2,Yes
68,2021-12-01,4084,168,3,No
68,2022-01-01,4800,155,1,Yes
68,2022-02-01,7561,153,1,No
68,2022-03-01,6575,156,4,Yes
68,2022-04-01,6758,136,3,No
68,2022-05-01,2840,166,2,Yes
68,2022-06-01,8574,150,4,Yes
68,2022-07-01,6011,162,3,Yes
68,2022-08-01,7886,139,3,Yes
68,2022-09-01,4727,156,1,No
68,2022-10-01,7906,184,1,No
68,2022-11-01,6043,145,1,Yes
68,2022-12-01,7304,173,1,Yes
68,2023-01-01,6716,150,4,No
68,2023-02-01,8415,166,1,Yes
68,2023-03-01,4447,163,1,No
68,2023-04-01,8494,171,1,No
68,2023-05-01,6367,156,4,Yes
68,2023-06-01,8954,147,1,Yes
68,2023-07-01,7377,146,1,No
68,2023-08-01,8630,157,4,No
68,2023-09-01,9037,164,1,No
68,2023-10-01,4053,174,2,Yes
68,2023-11-01,9602,168,4,No
68,2023-12-01,4976,156,4,No
68,2024-01-01,6790,152,1,No
68,2024-02-01,9884,161,1,No
68,2024-03-01,1093,163,3,Yes
68,2024-04-01,5803,159,1,Yes
68,2024-05-01,5762,168,1,Yes
68,2024-06-01,8739,162,2,Yes
68,2024-07-01,5821,159,3,No
68,2024-08-01,6539,151,4,No
68,2024-09-01,7657,164,4,Yes
68,2024-10-01,9580,172,2,Yes
68,2024-11-01,5128,168,1,Yes
68,2024-12-01,4598,166,2,No
68,2025-01-01,5466,149,4,No
68,2025-02-01,7060,133,3,Yes
68,2025-03-01,2998,158,2,No
68,2025-04-01,6664,156,3,No
68,2025-05-01,3341,151,3,No
68,2025-06-01,7282,165,1,Yes
70,2021-07-01,6467,171,1,Yes
70,2021-08-01,7294,152,1,No
70,2021-09-01,5938,145,3,Yes
70,2021-10-01,6283,171,2,Yes
70,2021-11-01,7870,174,1,No
70,2021-12-01,5894,173,2,No
70,2022-01-01,6113,174,4,No
70,2022-02-01,6456,167,3,No
70,2022-03-01,9450,158,4,No
70,2022-04-01,6936,172,2,Yes
70,2022-05-01,6233,146,4,Yes
70,2022-06-01,10786,155,4,Yes
70,2022-07-01,6817,171,1,Yes
70,2022-08-01,5283,149,2,No
70,2022-09-01,7007,142,2,Yes
70,2022-10-01,5924,162,4,No
70,2022-11-01,5960,144,4,Yes
70,2022-12-01,9688,161,4,Yes
70,2023-01-01,9362,157,1,No
70,2023-02-01,4739,162,1,Yes
70,2023-03-01,6068,148,3,Yes
70,2023-04-01,9439,153,1,Yes
70,2023-05-01,2819,173,3,No
70,2023-06-01,5491,153,2,No
70,2023-07-01,2969,177,1,Yes
70,2023-08-01,3921,160,2,Yes
70,2023-09-01,8325,164,3,Yes
70,2023-10-01,6380,142,2,No
70,2023-11-01,4880,161,2,No
70,2023-12-01,4925,162,2,Yes
70,2024-01-01,7863,169,2,Yes
70,2024-02-01,4047,181,2,No
70,2024-03-01,8034,159,1,Yes
70,2024-04-01,8679,183,2,No
70,2024-05-01,3622,157,1,No
70,2024-06-01,1743,161,2,No
70,2024-07-01,7230,159,4,Yes
70,2024-08-01,5190,139,3,No
70,2024-09-01,7247,174,2,No
70,2024-10-01,5317,164,1,Yes
70,2024-11-01,3363,164,2,Yes
70,2024-12-01,5713,152,2,Yes
70,2025-01-01,4979,156,4,No
70,2025-02-01,7264,146,3,No
70,2025-03-01,5705,159,2,Yes
70,2025-04-01,4301,177,2,No
70,2025-05-01,4793,153,2,No
70,2025-06-01,4543,177,2,Yes
72,2023-07-01,7605,150,3,Yes
72,2023-08-01,8712,162,4,Yes
72,2023-09-01,7014,156,1,No
72,2023-10-01,5001,163,1,Yes
72,2023-11-01,5409,178,4,No
72,2023-12-01,3961,175,4,No
72,2024-01-01,6277,162,2,No
72,2024-02-01,8166,153,3,No
72,2024-03-01,8228,132,4,No
72,2024-04-01,5060,150,3,No
72,2024-05-01,3992,157,1,Yes
72,2024-06-01,7271,167,2,Yes
72,2024-07-01,6981,153,4,Yes
72,2024-08-01,7238,161,4,Yes
72,2024-09-01,8372,167,3,No
72,2024-10-01,6560,151,4,Yes
72,2024-11-01,5194,154,3,No
72,2024-12-01,5869,162,1,Yes
72,2025-01-01,7930,159,1,No
72,2025-02-01,6532,161,4,No
72,2025-03-01,5468,150,2,Yes
72,2025-04-01,2989,153,4,No
72,2025-05-01,7446,152,4,No
72,2025-06-01,6024,164,4,No
73,2010-07-01,7541,149,4,No
73,2010-08-01,8494,171,4,No
73,2010-09-01,4240,151,3,No
73,2010-10-01,8882,158,1,Yes
73,2010-11-01,2060,146,4,Yes
73,2010-12-01,6001,148,3,Yes
73,2011-01-01,5673,160,3,Yes
73,2011-02-01,9424,157,3,Yes
73,2011-03-01,8645,174,3,Yes
73,2011-04-01,9368,162,1,Yes
73,2011-05-01,2573,164,1,No
73,2011-06-01,8596,159,1,Yes
73,2011-07-01,9989,168,3,Yes
73,2011-08-01,7636,170,3,No
73,2011-09-01,7166,135,3,No
73,2011-10-01,5501,171,2,Yes
73,2011-11-01,4884,157,3,Yes
73,2011-12-01,4410,177,3,No
73,2012-01-01,9862,151,3,No
73,2012-02-01,6794,153,4,Yes
73,2012-03-01,7729,165,4,Yes
73,2012-04-01,8123,163,4,Yes
73,2012-05-01,12370,149,2,Yes
73,2012-06-01,3078,156,4,Yes
73,2012-07-01,3364,145,4,No
73,2012-08-01,4497,150,3,Yes
73,2012-09-01,4590,165,3,Yes
73,2012-10-01,5487,158,4,No
73,2012-11-01,8288,152,2,No
73,2012-12-01,5970,163,4,Yes
73,2013-01-01,2616,136,3,Yes
73,2013-02-01,7192,164,2,No
73,2013-03-01,10628,161,1,No
73,2013-04-01,8139,158,3,No
73,2013-05-01,7094,176,2,No
73,2013-06-01,2252,164,4,No
73,2013-07-01,10771,162,3,No
73,2013-08-01,9801,153,1,Yes
73,2013-09-01,6435,160,2,Yes
73,2013-10-01,2064,148,3,No
73,2013-11-01,4306,168,4,Yes
73,2013-12-01,8244,163,4,Yes
73,2014-01-01,8148,158,4,Yes
73,2014-02-01,8903,160,4,Yes
73,2014-03-01,6615,157,3,No
73,2014-04-01,7868,155,3,Yes
73,2014-05-01,8452,148,2,Yes
73,2014-06-01,4302,166,2,Yes
73,2014-07-01,6322,155,4,Yes
73,2014-08-01,8280,153,2,Yes
73,2014-09-01,6099,173,1,No
73,2014-10-01,9578,175,3,Yes
73,2014-11-01,5935,172,2,No
73,2014-12-01,4602,150,1,No
73,2015-01-01,1799,176,1,No
73,2015-02-01,4772,158,1,Yes
73,2015-03-01,4679,166,3,No
73,2015-04-01,5748,146,4,Yes
73,2015-05-01,7383,145,1,Yes
73,2015-06-01,4825,138,4,No
73,2015-07-01,3652,161,1,No
73,2015-08-01,2570,145,2,Yes
73,2015-09-01,6495,154,2,No
73,2015-10-01,10484,178,4,No
73,2015-11-01,4764,165,2,No
73,2015-12-01,7998,154,2,No
73,2016-01-01,3508,159,3,Yes
73,2016-02-01,6154,155,1,Yes
73,2016-03-01,7384,152,4,Yes
73,2016-04-01,4196,161,4,Yes
73,2016-05-01,7271,148,3,No
73,2016-06-01,8356,142,4,No
73,2016-07-01,5343,157,1,Yes
73,2016-08-01,5227,154,3,No
73,2016-09-01,10242,151,3,No
73,2016-10-01,11382,164,4,Yes
73,2016-11-01,6684,164,4,Yes
73,2016-12-01,11559,150,2,No
73,2017-01-01,4259,152,4,No
73,2017-02-01,6564,142,2,Yes
73,2017-03-01,6544,176,4,Yes
73,2017-04-01,6802,157,2,Yes
73,2017-05-01,5263,168,3,No
73,2017-06-01,4848,178,1,Yes
73,2017-07-01,10366,162,4,No
73,2017-08-01,6476,170,1,No
73,2017-09-01,8689,151,1,Yes
73,2017-10-01,5446,146,3,No
73,2017-11-01,7318,166,4,Yes
73,2017-12-01,3800,155,3,Yes
73,2018-01-01,3805,151,1,No
73,2018-02-01,7602,152,1,Yes
73,2018-03-01,5898,143,4,No
73,2018-04-01,6873,159,3,No
73,2018-05-01,5042,158,2,No
73,2018-06-01,6860,151,1,Yes
73,2018-07-01,3547,178,3,Yes
73,2018-08-01,5233,159,2,No
73,2018-09-01,8521,195,4,No
73,2018-10-01,4011,164,4,Yes
73,2018-11-01,5084,154,1,Yes
73,2018-12-01,5059,148,4,Yes
73,2019-01-01,6417,145,4,No
73,2019-02-01,8393,160,2,Yes
73,2019-03-01,7344,155,1,Yes
73,2019-04-01,5765,162,2,No
73,2019-05-01,4171,156,1,No
73,2019-06-01,4780,151,2,Yes
73,2019-07-01,2280,173,1,No
73,2019-08-01,5126,171,2,No
73,2019-09-01,8637,147,3,Yes
73,2019-10-01,4323,185,2,Yes
73,2019-11-01,10001,159,2,No
73,2019-12-01,7014,153,1,Yes
73,2020-01-01,7364,152,4,No
73,2020-02-01,2435,146,4,Yes
73,2020-03-01,6542,148,1,Yes
73,2020-04-01,6365,149,4,Yes
73,2020-05-01,4935,168,2,No
73,2020-06-01,6994,159,2,Yes
73,2020-07-01,8257,164,1,Yes
73,2020-08-01,9393,155,4,Yes
73,2020-09-01,5640,146,1,No
73,2020-10-01,5642,169,2,Yes
73,2020-11-01,9099,169,2,Yes
73,2020-12-01,2911,170,2,Yes
73,2021-01-01,2822,168,1,No
73,2021-02-01,5764,167,1,No
73,2021-03-01,3835,171,3,Yes
73,2021-04-01,3570,153,2,No
73,2021-05-01,4503,142,4,Yes
73,2021-06-01,6689,178,2,Yes
73,2021-07-01,11833,160,1,No
73,2021-08-01,8733,162,3,Yes
73,2021-09-01,7497,156,1,No
73,2021-10-01,6890,165,3,Yes
73,2021-11-01,5343,159,4,Yes
73,2021-12-01,6383,168,4,Yes
73,2022-01-01,4367,159,1,No
73,2022-02-01,10324,171,3,Yes
73,2022-03-01,9198,160,1,Yes
73,2022-04-01,7141,170,4,No
73,2022-05-01,9620,140,4,Yes
73,2022-06-01,3869,173,2,No
73,2022-07-01,5946,153,1,No
73,2022-08-01,3991,154,4,Yes
73,2022-09-01,3695,180,3,Yes
73,2022-10-01,6455,159,3,No
73,2022-11-01,7676,169,1,No
73,2022-12-01,8391,170,1,No
73,2023-01-01,5238,157,4,Yes
73,2023-02-01,8038,154,1,Yes
73,2023-03-01,6489,163,1,Yes
